Word,Frequency
timeshare,0.000120469325
inquiry,0.000120538985
characterises,0.00012062072
transparently,0.00012062072
accurate,0.00012079635
never,0.00012402475
magistrate,0.00012402484
concise,0.00012481533
wrongly,0.00012481534
agree,0.00012549864
logo,0.00012690034
indeed,0.00012690452
tantamount,0.00012690514
various,0.00012690523
road,0.00012752759
immediate,0.00012753902
hazard,0.00012753902
malfunction,0.00012753902
exhaust,0.00012753902
driven,0.00012753902
strictly,0.00012753902
recirculation,0.00012753902
occurred,0.00012761091
preserve,0.00012762056
minor,0.00012819112
deleted,0.0001289608
submission,0.00012896121
published,0.00012910888
characterised,0.00013039954
therein,0.00013039954
earlier,0.00013120405
lacking,0.0001312048
development,0.00013120579
limiting,0.00013189582
harm,0.00013189584
substantially,0.00013190365
promoting,0.00013191056
bad,0.00013245495
refusing,0.00013245523
short,0.00013322354
freedom,0.00013322855
intelligibility,0.00013323556
intervening,0.00013323761
relative,0.0001332459
hungarian,0.00013328812
test,0.00013398234
introducing,0.00013398462
approach,0.00013436245
altering,0.00013436248
play,0.00013441732
economically,0.0001347072
giudice,0.00013477837
conceptual,0.00013478311
shorter,0.00013478499
jeopardising,0.00013478506
slovakia,0.00013478516
invited,0.00013478535
unjust,0.00013479378
remunerate,0.00013516938
withdraws,0.00013603798
report,0.00013603822
forward,0.00013604916
originating,0.00013672753
entirely,0.00013673207
collectively,0.00013751759
duty,0.00013753274
gap,0.00013785361
decline,0.00013827975
committed,0.00013828829
ninth,0.0001386634
despite,0.00013866373
attending,0.00013906858
enjoy,0.0001390789
post,0.00013945423
imply,0.00013945429
constituent,0.00013961144
attempt,0.00013961224
indicates,0.0001396123
requested,0.00014031472
conversion,0.0001403567
evoke,0.00014115768
entire,0.00014116605
relevance,0.0001411685
indexed,0.00014141858
educational,0.00014143619
proposed,0.00014144293
strength,0.00014144299
acquire,0.00014145457
brings,0.00014165878
allowed,0.0001418604
none,0.00014187444
formally,0.00014278456
except,0.00014279273
scale,0.00014359955
authorise,0.00014359967
remainder,0.00014385089
death,0.00014477668
layout,0.00014556717
verifiability,0.00014590003
admissibility,0.00014595319
recourse,0.0001459532
deciding,0.00014658384
ultimately,0.00014658384
front,0.00014673128
example,0.00014744363
trace,0.00014749051
identification,0.00014749069
comparability,0.00014749683
accuracy,0.0001475011
deceive,0.00014765032
distinction,0.00014765299
aim,0.00014787649
indirectly,0.00014820283
exporting,0.00014820286
predating,0.0001486173
occur,0.00014862552
week,0.00014878693
publicly,0.00014904773
share,0.00014904882
enjuiciamiento,0.00014917312
great,0.00014923596
britain,0.00014923596
materialisation,0.0001498146
proceeds,0.00014981496
buying,0.00015032114
grammatically,0.00015042661
calling,0.00015069354
choose,0.0001512434
continuation,0.00015124446
ongoing,0.00015124712
specialist,0.00015144763
cumulative,0.00015147666
injurious,0.00015295233
remains,0.0001529585
practically,0.00015315476
fluctuation,0.00015329463
pain,0.00015329898
declining,0.00015330262
deemed,0.00015356627
inaccurate,0.00015366416
section,0.00015398444
expect,0.00015406334
safeguard,0.00015418854
taste,0.00015418863
originally,0.0001542721
fulfil_obligation,0.00015427214
contribution,0.00015461781
usefully,0.00015462005
block,0.00015499533
advice,0.000155014
pharmacological,0.00015554331
us,0.00015554758
territorial,0.00015562176
obstacle,0.00015562667
conflict,0.00015633974
verifiable,0.00015743163
reveal,0.00015757604
formulation,0.00015843063
accepted,0.00015843079
designates,0.00015855637
passed,0.00015897925
supplying,0.00015911042
purchasing,0.00015912633
assigning,0.0001591275
affect_validity,0.00015928296
levy,0.00015929094
industrial,0.00015936326
supplemented,0.0001595562
status,0.00015991105
passive,0.00016011923
automatic,0.00016011969
dry,0.00016014064
hinder,0.00016014065
declare,0.00016017209
carriage,0.00016048652
normal,0.00016080994
repair,0.00016083986
temperature,0.00016083986
restricted,0.00016101006
described,0.00016144654
certainty,0.00016145354
ability,0.00016183051
welfare,0.00016218159
creates,0.00016301849
mention,0.00016301886
borrowed,0.00016317374
authorising,0.00016372089
five,0.00016372578
extend,0.00016437865
similarity,0.00016456423
independently,0.0001646256
starting,0.00016484903
coming,0.00016547593
resource,0.00016547623
substituted,0.00016560615
inherently,0.00016562427
passing,0.00016631116
sim,0.00016631959
hof,0.00016639537
disregarded,0.0001666732
length,0.00016667404
honey,0.00016668696
stipulates,0.00016728378
temporal,0.00016729398
several,0.00016729531
effectively,0.00016733227
harmful,0.00016733563
attributed,0.00016746372
calculate,0.00016874821
contravene,0.0001687877
reply,0.0001687877
partial,0.00016884066
enrichment,0.00016885127
romania,0.00016885482
therewith,0.00016889488
urgency,0.00016911615
pesticide,0.00016912544
exceptional,0.00016912581
arose,0.000170245
dissuasive,0.00017024568
border,0.00017066888
cross,0.00017066889
royal,0.00017067346
paying,0.00017067436
relates,0.00017067982
promotional,0.00017068168
pyramid,0.00017068168
pharmaceutical,0.0001706818
authorization,0.00017068181
confirmed,0.00017077757
realised,0.00017080623
parma,0.0001708425
wien,0.00017087747
suspend,0.00017093234
maize,0.00017104785
hygiene,0.0001715334
rechtbank,0.00017157775
nevertheless,0.00017163016
reality,0.00017172215
aforementioned,0.00017214703
summary,0.00017215607
temporally,0.0001725154
joint,0.00017251573
plant,0.00017264552
diet,0.00017264558
revealed,0.00017264558
justify,0.00017280613
rely,0.00017289168
proximity,0.00017298608
handed,0.0001729879
los,0.00017316529
para,0.00017316714
decreto,0.00017316763
followed,0.00017325064
claimed,0.00017335592
problem,0.00017386732
guaranteed,0.0001744268
called,0.00017442997
took,0.00017470942
entrusted,0.00017561001
temporarily,0.0001759809
pursue,0.00017624433
primarily,0.00017624463
four,0.00017624475
assigned,0.00017624996
barring,0.00017643282
microbiological,0.00017699845
special,0.00017700862
comprising,0.00017755752
dutch,0.00017763751
safe,0.00017806054
alcoholic,0.00017830441
stated,0.00017836451
canvassing,0.00017872712
served,0.00017875578
adjust,0.00017896747
enters,0.0001794131
aside,0.00018020654
reserve,0.00018020671
landesgericht,0.0001806031
linz,0.0001806031
omitted,0.00018074956
injury,0.00018092376
restoration,0.00018146983
resulted,0.00018163076
minimis,0.00018206263
preamble,0.00018206277
unilateral,0.00018245913
sample,0.00018280638
weight,0.00018282486
contamination,0.00018286951
adventitious,0.00018286951
variety,0.00018286963
composition,0.0001829964
preceding,0.00018306258
el,0.0001831209
formation,0.00018335533
specify,0.00018348164
belonging,0.00018375057
amtsgericht,0.00018432895
acquiring,0.00018435197
reviewing,0.0001844748
demonstrate,0.00018527241
substantial,0.00018527253
sweden,0.00018597666
quantitative_restriction,0.00018598301
hence,0.00018598625
lodge,0.00018619963
define,0.00018640586
attached,0.00018719265
possibly,0.00018725413
circulation,0.00018731474
freely,0.00018762694
financed,0.0001878077
line,0.00018844291
pure,0.00018868904
incorporation,0.00018874956
restoring,0.00018897971
autonomous,0.00018897973
unduly,0.000189302
combination,0.00018955432
firstly,0.00018967949
alteration,0.00018975373
believe,0.000189814
international,0.00018981406
organised,0.00018997739
confronted,0.00019017431
england,0.00019018496
wale,0.00019018496
investigation,0.00019023512
reproduce,0.00019056057
true,0.00019075636
penalised,0.00019123856
contribute,0.00019123864
unilaterally,0.00019177546
remain,0.00019197143
holding,0.00019225045
employee,0.0001922796
derives,0.00019231337
tribunale,0.0001925673
integral,0.00019258843
inclusion,0.00019265135
accelerated,0.00019296807
characterising,0.00019303811
residential,0.00019313188
publicity,0.00019315124
observance,0.00019318807
simple,0.0001934212
creating,0.00019373819
accident,0.00019410052
engine,0.00019410053
driving,0.00019415215
journal,0.000194488
dentist,0.00019476694
withdraw,0.0001956343
additive,0.00019580805
appel,0.0001959719
central,0.00019610021
rescission,0.0001961328
viewed,0.00019686524
follow,0.00019690402
reparation,0.00019694882
enforce,0.0001971858
preservative,0.00019727807
prejudice,0.00019728228
economische,0.00019780154
politierechter,0.00019780154
settled,0.00019863332
recovery,0.0001986334
substitute,0.00019879684
detected,0.00019905291
rejecting,0.00019906688
doorstep,0.00019941146
acquisition,0.00019949103
complete,0.00019967945
sought,0.00019977965
ensured,0.00020002299
defined,0.00020014934
guarantor,0.00020024246
coverage,0.00020035935
obliges,0.00020036056
null,0.00020137746
specifying,0.0002017792
terminate,0.00020197514
traditionally,0.00020216937
appearing,0.00020255636
voice,0.00020264319
regulatory_framework,0.00020264817
oppose,0.00020266631
restrict,0.00020282026
2a,0.00020303228
adjustment,0.00020310051
packaged,0.0002031621
evident,0.00020350008
automatically,0.00020415784
equity,0.0002044031
defence,0.00020444003
said,0.0002044579
harmonised,0.00020460262
fitted,0.00020484596
showing,0.00020505613
assert,0.00020542274
grammatical,0.00020542764
well_informed,0.00020542808
export,0.00020557451
appointed,0.00020591337
being,0.00020607373
judicata,0.00020622024
re,0.00020623398
cancel,0.0002062484
initiated,0.00020637404
staying,0.0002069292
declaratory,0.00020692925
france,0.00020712652
telekommunikationsgesetz,0.00020750758
filtering,0.00020750776
stemming,0.00020750776
musical,0.00020750776
cinematographic,0.00020750776
audio,0.00020750776
acted,0.00020764553
protective,0.00020768004
fine,0.00020777549
teu,0.00020782487
throughout,0.00020801385
role,0.00020839539
pictograms,0.00020844046
referencing,0.00020844555
pleaded,0.0002084813
complying,0.00020858232
soon,0.00020888202
reserved,0.00020888368
greater,0.00020908046
expressed,0.00020934588
salt,0.00020949323
dwelling,0.00020949855
bread,0.00020977465
released,0.00020997819
enjoys,0.00021002901
functioning,0.00021003114
better,0.00021072244
moreover,0.00021143685
six,0.00021161177
implemented,0.00021180983
respective,0.00021185317
hear,0.00021254532
maintenance,0.00021270287
seq,0.00021272991
invested,0.00021286219
systematic,0.00021286219
whilst,0.00021286734
maintain,0.000213471
promotion,0.00021369693
varying,0.00021399194
fix,0.00021399204
save,0.00021439389
allegedly,0.00021439703
directed,0.0002143971
away_business,0.00021441499
founded,0.00021479797
substitution,0.00021520487
prescribes,0.00021531824
regulate,0.00021533728
conferring,0.00021541203
paris,0.0002156105
mixture,0.00021591857
reprotoxic,0.00021591857
30th,0.00021591858
compound,0.0002163409
pursued,0.00021644308
precise,0.00021724963
amortisation,0.00021788855
resolution,0.00021819411
certification,0.00021860079
chapter,0.00021947318
guaranteeing,0.00021973734
adequacy,0.00021976666
partner,0.00021989396
phonetic,0.00021994696
adapted,0.00021998285
disapply,0.00022004617
categorised,0.00022019858
permissible,0.00022046884
exploitation,0.0002205246
exhaustive,0.00022084433
purchased,0.00022089091
consider,0.00022147596
enforced,0.00022172877
inherent,0.00022205689
fault,0.0002223577
prevented,0.00022238669
eur,0.00022265155
stipulation,0.00022265973
catalogue,0.00022289761
distributor,0.0002229818
occupied,0.00022317006
importation,0.00022318323
connect,0.00022331678
stato,0.00022362165
consiglio,0.00022362165
policy,0.0002242079
triggered,0.00022423189
oral,0.00022445594
declaring,0.00022462125
imitation,0.00022573996
affecting,0.00022581258
renewal,0.00022584229
continued,0.00022592618
prof,0.00022608835
raised,0.00022614698
acknowledged,0.00022620962
domiciled,0.0002263823
instituted,0.00022648634
decisive,0.0002265559
craft,0.00022662627
mail,0.00022668837
pricing,0.00022682131
tenth,0.00022689371
emission,0.00022739806
intervene,0.00022761141
speed,0.00022762589
register,0.00022846437
transmission,0.00022868685
others,0.00022868985
requesting,0.00022880905
notified,0.00022882056
doubt,0.0002295429
discriminatory,0.00022969268
begin,0.00022973296
restitutory,0.00023062738
supplementing,0.00023091801
minister,0.00023100877
exclude,0.00023100883
surface,0.00023132129
reasoned,0.00023141396
interpreting,0.0002315355
young,0.0002318582
twofold,0.00023185836
equal,0.00023206786
sector,0.00023222987
overall,0.00023267414
cassation,0.00023283475
significantly,0.00023301996
presumed,0.00023311196
render,0.00023333821
transferred,0.00023339828
denied,0.00023345424
boarding,0.00023345424
show,0.00023353078
volume,0.00023371332
disproportionate,0.00023378596
targeted,0.00023413032
exhaustively,0.00023430257
release,0.00023478757
repay,0.00023497848
settlement,0.0002352869
legitimately,0.00023559305
arrondissementsrechtbank,0.00023585066
trading,0.00023591971
northern,0.00023732545
proportionality,0.00023829534
obtaining,0.00023858923
exposure,0.00023865102
broadcast,0.00023865372
vegetable,0.00023941263
inertia,0.00023941624
inasmuch,0.00023971197
impartiality,0.0002397932
independence,0.00023979435
recipient,0.00023979881
research,0.00023990884
differential,0.00024022305
restricting,0.00024137714
retailer,0.00024186344
submit,0.00024198268
dissuade,0.00024201741
support,0.0002420495
namely,0.00024225596
interpret,0.00024244458
intervention,0.00024255081
fourth,0.00024268235
alleged,0.00024288577
complies,0.00024358105
disproportionately,0.00024377454
closed,0.00024388306
ancillary,0.00024389884
per,0.0002440283
undermine,0.00024412866
se,0.00024464086
refuse,0.00024477043
blocking,0.00024489572
difficulty,0.00024525684
keyword,0.00024531095
fat,0.00024541526
employed,0.00024565458
advertised,0.00024572978
exemption,0.00024677208
behaviour,0.00024699603
dealer,0.0002476638
yoghurt,0.0002477606
